code	text
14273	Pharmaceutical benefits that have the form meloxicam tablet 15 mg and pharmaceutical benefits that have the form meloxicam capsule 15 mg are equivalent for the purposes of substitution.
14291	Naproxen sodium 550 mg is approximately equivalent to 500 mg of naproxen acid.
14292	This drug is not PBS-subsidised for use in combination with another anti-EGFR antibody or in combination with an anti-VEGF antibody.
14330	Sunitinib malate is not PBS-subsidised for the treatment of patients with resectable malignant gastrointestinal stromal tumours.
14337	Patients who have failed to respond or are intolerant to imatinib are no longer eligible to receive PBS subsidised imatinib after progression on this drug
14355	This drug is not PBS-subsidised when chemotherapy partners are switched whilst maintaining an anti-EGFR antibody backbone in the face of progressive disease.
14358	The treatment must not exceed a single course of therapy with this drug for metastatic colorectal cancer in a patient's lifetime.
14359	The risk of serious muscle toxicity is increased if this drug is used concomitantly with HMG CoA reductase inhibitors or other fibrates. Such combination therapy should be used with caution in patients with severe combined dyslipidaemia and high cardiovascular risk without any history of muscular disease and patients monitored closely for chronic signs of muscle toxicity.
14367	The patient should be ideally enrolled in an exercise program and be receiving supplemental vitamins.
14397	This drug is not PBS-subsidised for use in combination with an anti-EGFR antibody.
14399	Bevacizumab is not PBS-subsidised when chemotherapy partners are switched whilst maintaining a bevacizumab backbone in the face of progressive disease.
14409	Changes in vitamin D levels and amino acid composition have occurred with a recent formulation change.
14458	In the first few months after start of immunotherapy, some patients can have a transient tumour flare with subsequent disease response. When progression is suspected, this should be confirmed through a confirmatory scan, taken at least 4 weeks later.
14514	Maximum quantity of four tubes (original + 3 repeats) in 12 months.
14522	Coloplast dressings are available via a range of distributors. However, Coloplast's principal agreement to ensure correct RPBS Price to Pharmacy and ready supply has been secured with Independence Australia on 1300 788 855 and BrightSky on 1300 290 400. Please note that Coloplast is unable to guarantee ready supply or rebate for price differences on purchases outside these distributors.
14526	Hartmann wound dressings are available through HARTMANN and Independence Australia only. If you would like to order Hartmann Wound Care products, please call HARTMANN customer service on 1800 805 839 or Independence Australia on 1300 788 855.
14559	Except in cases of hypopituitarism or primary amenorrhoea, the patient should have been adequately treated with clomifene citrate and/or gonadorelin and failed to have conceived.
14560	Women who have had apparent ovulation induced by other agents and have failed to conceive should have laparoscopic evidence that there is no other impediment to conception. 
14561	Oligomenorrhoea should have been present for at least twelve months or amenorrhoea for at least six months prior to treatment.
14562	Patients with hyperprolactinaemia should have had appropriate surgical or medical treatment prior to treatment.
14641	Authorities for increased maximum quantities and/or repeats will be granted only for:(i) chronic severe disabling pain associated with proven malignant neoplasia; or(ii) chronic severe disabling pain where treatment has been initiated by a specialist with appropriate expertise in pain management.
14656	Not to be used in preference to enuresis alarms.
14658	Only one application per six months with no more than twice the maximum quantity will be authorised for the tablets.
14663	Only one application per six months will be authorised for the wafers. No more than twice the maximum quantity for the 120 micrograms wafers and no applications for increased maximum quantities for the 240 micrograms wafers will be authorised.
14678	This drug is not PBS-subsidised for prophylaxis of malaria.
14698	Famciclovir 250 mg is not PBS-subsidised for chickenpox or herpes simplex infections other than genital herpes.
14699	Famciclovir 125 mg is not PBS-subsidised for chickenpox, herpes zoster or herpes simplex infections other than genital herpes.
14700	Valaciclovir 500 mg is not PBS-subsidised for chickenpox or herpes simplex infections other than genital herpes.
14714	Famciclovir 500 mg is not PBS-subsidised for chickenpox.
14717	Famciclovir 500 mg is not PBS-subsidised for herpes zoster, genital herpes or other herpes simplex infections in immunocompetent patients.
14726	Any queries concerning the arrangements to prescribe may be directed to the Department of Human Services on 1800 700 270 (hours of operation 8 a.m. to 5 p.m. EST Monday to Friday). 
14781	Panitimumab is not PBS-subsidised for use in combination with another anti-EGFR antibody or in combination with an anti-VEGF antibody. 
14807	 For prescribing in accordance with Optometry Board of Australia guidelines.
14857	Patients should have adequate cognitive function to manage administration with a portable continuous infusion pump.
14883	This drug is not PBS-subsidised for Restless Legs Syndrome secondary to other causes
14981	This drug is not PBS-subsidised for the treatment of asthma.
15076	This drug is not PBS-subsidised for use in a child aged 2 to 5 years with moderate to severe asthma. It is not intended as an alternative for a child aged 2 to 5 years who requires a corticosteroid as a preventer medication.
15091	This drug is not PBS-subsidised for use in a patient aged 15 years or older, or for use in addition to a long-acting beta-agonist in any age group, or for use as a single second line preventer, as an alternative to corticosteroids, in a child aged 6 to 14 years with moderate to severe asthma.
